sigungu,bunji,bonbun,bubun,buildingname,type,area,contract_year_month,contract_day,bondfee,rentmoney,floor,buildyear,address
경기도 고양일산동구 중산동,76-16,0076,0016,더 어반,전세,44.81,202009,16,22500,0,3,2018,고양대로 843-13
경기도 고양일산동구 중산동,78-8,0078,0008,시크릿가든빌B동,전세,57.16,202009,12,29300,0,3,2017,고양대로 843-39
경기도 고양일산동구 중산동,78-8,0078,0008,시크릿가든빌B동,전세,57.16,202009,29,29500,0,3,2017,고양대로 843-39
경기도 고양일산동구 중산동,15-4,0015,0004,약산팰리스,월세,78.43,202009,23,10000,20,4,2010,약산길 42-33
경기도 고양일산동구 중산동,16-32,0016,0032,현대미소지움8동,전세,55.28,202009,14,21300,0,1,2017,약산길 42-44
경기도 고양일산동구 풍동,638-9,0638,0009,(638-9),전세,45.31,202009,1,8000,0,-1,2013,고양대로 900-12
경기도 고양일산동구 풍동,1158,1158,0000,더 메이플,전세,57.525,202009,25,22000,0,3,2016,풍산로 7-1
경기도 고양일산동구 풍동,225-55,0225,0055,마마메종(4567동),월세,51.94,202009,18,5000,55,3,2018,고풍로 204-1
경기도 고양일산동구 풍동,605-40,0605,0040,베르디움,전세,75.81,202009,9,16000,0,-1,2017,고풍로 182-20
경기도 고양일산동구 풍동,605-40,0605,0040,베르디움,전세,55.82,202009,22,18000,0,1,2017,고풍로 182-20
경기도 고양일산동구 풍동,667-18,0667,0018,삼성캐슬3빌리지,전세,63.755,202009,7,31000,0,2,2017,애니골길 14-52
경기도 고양일산동구 풍동,1398,1398,0000,스타팰리스,전세,47.1007,202009,8,26800,0,3,2019,애니골길 46
경기도 고양일산동구 풍동,1398,1398,0000,스타팰리스,전세,51.8681,202009,16,28800,0,3,2019,애니골길 46
경기도 고양일산동구 풍동,1377,1377,0000,요진와이하우스,전세,39.94,202009,1,17500,0,3,2013,무궁화로 255
경기도 고양일산동구 풍동,1377,1377,0000,요진와이하우스,월세,39.95,202009,29,2000,70,2,2013,무궁화로 255
경기도 고양일산동구 풍동,226-23,0226,0023,풍동휴그린,전세,52.88,202009,28,20800,0,1,2015,숲속마을2로 59-4
경기도 고양일산서구 대화동,2026,2026,0000,성저마을(건영13),전세,84.84,202009,9,24500,0,1,1996,일산로636번길 24
경기도 고양일산서구 대화동,2095,2095,0000,성저마을(건영5),전세,84.88,202009,25,25500,0,1,1996,성저로 9
경기도 고양일산서구 대화동,2095,2095,0000,성저마을(건영5),전세,84.84,202009,28,25100,0,2,1996,성저로 9
경기도 고양일산서구 대화동,2081,2081,0000,성저마을(건영7),전세,84.84,202009,17,23000,0,4,1996,성저로 47
경기도 고양일산서구 대화동,1997,1997,0000,성저마을(건영9),전세,84.84,202009,5,23500,0,2,1996,성저로 91
경기도 고양일산서구 대화동,742-2,0742,0002,쌍용그린포레101동102동,전세,74.82,202009,2,18000,0,3,2016,대화2로 114-7
경기도 고양일산서구 덕이동,730-3,0730,0003,대림하이츠,월세,80.69,202009,15,1500,50,-1,2017,장자길 117
경기도 고양일산서구 덕이동,726-2,0726,0002,더엘타운시티,전세,38.61,202009,5,14000,0,2,2018,장자길118번길 22-2
경기도 고양일산서구 덕이동,613-1,0613,0001,덕이동다세대,전세,54.03,202009,2,22000,0,1,2018,장자길118번길 102
경기도 고양일산서구 덕이동,242-4,0242,0004,디자인하우스(102103동),월세,48.34,202009,25,2000,50,3,2014,덕이로 10-7
경기도 고양일산서구 덕이동,1005-3,1005,0003,로얄팰리스,전세,54.69,202009,23,15000,0,1,2015,송산로 567-58
경기도 고양일산서구 덕이동,727-32,0727,0032,블루캐슬2동,전세,55.25,202009,14,18900,0,3,2016,장자길 110-7
경기도 고양일산서구 덕이동,977-7,0977,0007,삼성프라임,월세,64.79,202009,29,1800,70,3,2014,송포백송길 65-37
경기도 고양일산서구 덕이동,1044-15,1044,0015,아이하우스,전세,56.1187,202009,21,23600,0,4,2018,덕산로312번길 7
경기도 고양일산서구 덕이동,1056-10,1056,0010,엘리시아104동,전세,55.6,202009,18,22800,0,3,2018,덕이로 225-15
경기도 고양일산서구 덕이동,726-17,0726,0017,엘타운시티,전세,38.61,202009,28,20500,0,4,2018,장자길118번길 22-4
경기도 고양일산서구 덕이동,785-16,0785,0016,은하팰리스(101동102동),전세,54.46,202009,11,14000,0,4,2015,신덕로2번길 80-22
경기도 고양일산서구 덕이동,732-3,0732,0003,일산파크뷰(102동103동),전세,55.01,202009,13,18000,0,3,2014,장자길 129
경기도 고양일산서구 덕이동,419,0419,0000,퀸스타운,월세,45.43,202009,12,1000,70,4,2018,탄중로67번길 36
경기도 고양일산서구 덕이동,407-1,0407,0001,하누리타운3단지101동102동,전세,51.11,202009,3,16500,0,1,2016,하이파크3로 23-13
경기도 고양일산서구 덕이동,1029-23,1029,0023,한빌리지101동102동,전세,50.11,202009,22,12000,0,1,2016,송포백송길 70-15
경기도 고양일산서구 덕이동,1032-2,1032,0002,한우리타운,월세,62.3,202009,5,3000,55,4,2018,송포백송길 74-20
경기도 고양일산서구 덕이동,1032-2,1032,0002,한우리타운,월세,62.3,202009,14,2000,65,4,2018,송포백송길 74-20
경기도 고양일산서구 덕이동,1015-1,1015,0001,해가온102동,전세,59.29,202009,2,13600,0,-1,2016,송포백송길 34
경기도 고양일산서구 일산동,577,0577,0000,미림다세대가동,월세,34.2,202009,4,500,30,1,1990,고봉로297번길 12-13
경기도 고양일산서구 일산동,2068,2068,0000,진성빌라(36-28),전세,36.53,202009,7,7500,0,1,1991,산현로92번길 3-7
경기도 고양일산서구 일산동,1768,1768,0000,탄현빌라C동,전세,27.54,202009,24,4600,0,3,2005,산현로 130
경기도 과천시 과천동,152-39,0152,0039,과천팰리스 B동,전세,114.72,202009,23,33600,0,1,2017,광창3로 25-2
경기도 과천시 과천동,142-4,0142,0004,트리에스테,전세,117.61,202009,14,55000,0,3,2007,광창1로 19
경기도 과천시 과천동,142-4,0142,0004,트리에스테,전세,117.61,202009,14,55000,0,3,2007,광창1로 19
경기도 과천시 과천동,153-11,0153,0011,해피알데아 102동,전세,41.37,202009,17,28000,0,2,2015,광창3로 19-2
경기도 과천시 문원동,15-54,0015,0054,(15-54),전세,61.9,202009,12,35500,0,3,2017,공원마을6길 27
경기도 과천시 문원동,15-54,0015,0054,(15-54),전세,74.38,202009,28,38025,0,1,2017,공원마을6길 27
경기도 과천시 문원동,15-159,0015,0159,이안애2차,월세,61.315,202009,12,35600,6,1,2018,공원마을5길 4
경기도 과천시 문원동,115-389,0115,0389,푸른청계빌,월세,57.63,202009,3,27000,5,1,2016,문원청계5길 55
경기도 과천시 별양동,24-2,0024,0002,(24-2),전세,56.36,202009,18,49000,0,3,2020,향촌2길 8
경기도 과천시 별양동,24-2,0024,0002,(24-2),전세,27.03,202009,21,27000,0,4,2020,향촌2길 8
경기도 과천시 별양동,24-2,0024,0002,(24-2),전세,55.04,202009,26,48000,0,2,2020,향촌2길 8
경기도 과천시 별양동,24-2,0024,0002,(24-2),전세,55.04,202009,28,49000,0,3,2020,향촌2길 8
경기도 과천시 부림동,24-6,0024,0006,(24-6),월세,56.26,202009,24,34500,8,2,2018,부림2길 3-1
경기도 과천시 부림동,19-2,0019,0002,P&A HOUSE,월세,37.03,202009,15,20000,64,3,2019,부림4길 50
경기도 과천시 부림동,13-3,0013,0003,부림동 13-3 열매하우스,전세,32.22,202009,7,31500,0,2,2018,부림2길 73
경기도 과천시 부림동,13-3,0013,0003,부림동 13-3 열매하우스,월세,75.01,202009,19,2000,25,5,2018,부림2길 73
경기도 과천시 부림동,12-1,0012,0001,소은서 하우스,전세,76.77,202009,13,57500,0,5,2018,부림2길 72-8
경기도 과천시 부림동,21-6,0021,0006,아트빌,전세,35.56,202009,23,25000,0,4,2018,부림3길 18-2
경기도 과천시 주암동,70-17,0070,0017,대일아트빌라1차,월세,191.69,202009,18,10000,105,2,1991,장군마을4길 6-36
경기도 광명시 광명동,158-407,0158,0407,L.G베스트빌(158-407),전세,33.14,202009,16,8500,0,4,2001,새터로 117-15
경기도 광명시 광명동,750-8,0750,0008,L.G빌라(750-8),전세,74.86,202009,15,20000,0,1,1997,광명로786번길 16
경기도 광명시 광명동,28-18,0028,0018,LG베스트빌,월세,35.29,202009,14,8000,30,4,2003,광명로928번길 42-20
경기도 광명시 광명동,158-148,0158,0148,LG베스트빌(158-148),월세,32.54,202009,1,1000,40,3,2002,목감로202번길 11
경기도 광명시 광명동,95-5,0095,0005,LG베스트빌(95-5),전세,44.16,202009,8,19000,0,1,2000,목감로254번길 22
경기도 광명시 광명동,158-779,0158,0779,광명동 158-779 공동주택,전세,56.89,202009,7,18500,0,4,2016,오리로975번길 20-2
경기도 광명시 광명동,172-59,0172,0059,광명포스빌(172-59),전세,44.36,202009,2,17000,0,4,2002,너부대로45번안길 16-6
경기도 광명시 광명동,350-1,0350,0001,그린하이츠 가나동,전세,51.69,202009,1,14000,0,3,1995,광화로 20-4
경기도 광명시 광명동,158-333,0158,0333,금강빌라(158-333),월세,49.67,202009,22,500,48,2,1990,새터로 118-8
경기도 광명시 광명동,32-19,0032,0019,금반석시티빌 16차,전세,39.12,202009,13,8500,0,-1,2001,광삼로21번길 14
경기도 광명시 광명동,30-10,0030,0010,금반석시티빌 25차,전세,59.4,202009,1,2000,0,3,2002,광삼로13번길 3-14
경기도 광명시 광명동,290-77,0290,0077,대우쉐르빌(290-77),전세,58.94,202009,22,14500,0,1,2002,광명로 839-20
경기도 광명시 광명동,171-6,0171,0006,로얄캐슬(171-6),전세,63.22,202009,9,24000,0,2,2002,너부대로35번길 14
경기도 광명시 광명동,267-2,0267,0002,삼광아트빌 2차,전세,61.47,202009,3,22000,0,4,2002,광화로38번안길 18-6
경기도 광명시 광명동,41-5,0041,0005,삼미빌라,전세,40.46,202009,8,1100,0,4,2001,새터로102번길 7
경기도 광명시 광명동,158-1388,0158,1388,상록메트로빌(158-1388),전세,39.12,202009,10,13000,0,4,2001,광명로888번길 7-11
경기도 광명시 광명동,746-8,0746,0008,상우빌라 가동(746-8),전세,41.43,202009,14,15000,0,3,1994,덕단이로 25
경기도 광명시 광명동,139-4,0139,0004,선문하이츠빌라(139-4),월세,39,202009,7,8500,30,4,1994,광명로928번길 12-12
경기도 광명시 광명동,158-712,0158,0712,성우빌라(158-712),전세,49.56,202009,18,20000,0,1,1990,광명로878번길 22-8
경기도 광명시 광명동,276-37,0276,0037,송원빌라,전세,56.76,202009,26,15500,0,4,1994,너부대로32번길 21
경기도 광명시 광명동,242-6,0242,0006,아리안,전세,43.39,202009,23,24000,0,6,2016,광화로 31-1
경기도 광명시 광명동,242-6,0242,0006,아리안,전세,43.39,202009,23,24000,0,4,2016,광화로 31-1
경기도 광명시 광명동,729-8,0729,0008,영진빌라트(729-8),전세,61.14,202009,16,15000,0,1,1994,도덕로28번안길 19-8
경기도 광명시 광명동,741-9,0741,0009,원광빌라(741-9),전세,47.44,202009,25,12000,0,-1,1994,도덕로17번길 6
경기도 광명시 광명동,749,0749,0000,이림휴먼빌리지(749-0),전세,59.92,202009,12,16400,0,4,1994,도덕로3번길 18
경기도 광명시 광명동,100-6,0100,0006,정우맨션(100-6),월세,51.39,202009,5,3000,50,3,2001,오리로984번길 29
경기도 광명시 광명동,295-2,0295,0002,진명쉐르빌(295-2),월세,39.78,202009,5,7000,20,2,2002,광명로 866-6
경기도 광명시 광명동,158-391,0158,0391,진성연립(158-391),월세,47.17,202009,9,2000,40,2,1981,새터로121번길 5
경기도 광명시 광명동,27-70,0027,0070,청산그린빌라,전세,36.48,202009,12,10500,0,4,2001,광삼로33번길 18-6
경기도 광명시 광명동,9-73,0009,0073,한양빌라 나동,전세,41.58,202009,28,11000,0,1,1986,광복로31번길 8-1
경기도 광명시 광명동,189-44,0189,0044,현대빌라(189-44),전세,58.87,202009,4,18000,0,3,1998,너부대로 62
경기도 광명시 광명동,158-97,0158,0097,호암빌,전세,22.26,202009,2,16000,0,5,2014,광화로 917-11
경기도 광명시 소하동,922-11,0922,0011,OK하이빌,전세,66.28,202009,1,22000,0,4,2015,오리로 369-9
경기도 광명시 소하동,1325,1325,0000,골드클래스,전세,84.9982,202009,17,42000,0,1,2016,소하일로 6
경기도 광명시 소하동,1325,1325,0000,골드클래스,전세,84.9982,202009,21,43050,0,2,2016,소하일로 6
경기도 광명시 소하동,34-11,0034,0011,도시형생활주택 휴먼포레스트 1,전세,69.05,202009,12,27000,0,2,2013,금하로1가길 13
경기도 광명시 소하동,29-11,0029,0011,진세,전세,58.08,202009,2,32500,0,5,2018,신촌북로 9
경기도 광명시 소하동,29-11,0029,0011,진세,전세,58.08,202009,4,1500,0,5,2018,신촌북로 9
경기도 광명시 소하동,941-19,0941,0019,현대그린파크빌리지3동,전세,50.34,202009,11,11000,0,2,1991,영당로21번길 14-1
경기도 광명시 철산동,464-20,0464,0020,금반석시티빌34차(464-20),전세,45.22,202009,11,7000,0,1,2003,가림로219번길 14
경기도 광명시 철산동,487,0487,0000,덕수빌라 D동,전세,43.65,202009,24,12000,0,1,1990,오리로865번길 7
경기도 광명시 철산동,472-177,0472,0177,도원하이빌에이동,전세,30.84,202009,21,10000,0,4,2005,오리로865번길 9
경기도 광명시 철산동,467-437,0467,0437,산장연립,전세,45.915,202009,9,3000,0,2,1988,가림로201번안길 14-1
경기도 광명시 철산동,207,0207,0000,영풍빌라,전세,77.07,202009,17,18000,0,1,1993,시청로29번길 12
경기도 광명시 철산동,467-83,0467,0083,은하빌라 가~라동,전세,51.77,202009,28,12000,0,2,1978,가림로201번길 5
경기도 광명시 철산동,467-84,0467,0084,황제연립(467-84),전세,49.59,202009,12,7000,0,1,1978,가림로201번길 11
경기도 광주시 곤지암읍 곤지암리,219-1,0219,0001,명성빌라,전세,75.57,202009,16,9000,0,4,1999,경충대로493번길 11-8
경기도 광주시 곤지암읍 곤지암리,337-39,0337,0039,삼성그린빌라(337-39),월세,60.125,202009,26,1000,40,1,1994,곤지암로11번길 7-10
경기도 광주시 곤지암읍 삼리,109-13,0109,0013,브론즈빌 102동,전세,57.25,202009,6,15000,0,4,2016,경충대로 732-25
경기도 광주시 목현동,702,0702,0000,모개미마을106동,월세,75.545,202009,3,2300,75,1,2009,이배재로 476
경기도 광주시 목현동,705-3,0705,0003,모개미마을109동,전세,62.4,202009,3,15000,0,1,2008,이배재로 476
경기도 광주시 목현동,238-9,0238,0009,목현하늘채,전세,52.42,202009,4,16500,0,2,2015,이배재로 325-45
경기도 광주시 목현동,723-3,0723,0003,우진I,전세,76.77,202009,20,13000,0,3,1998,이배재로 511-37
경기도 광주시 목현동,16-28,0016,0028,위너스힐타운2차(202동),월세,59.9,202009,2,2000,60,3,2011,이배재로 155-35
경기도 광주시 목현동,8-2,0008,0002,현대빌라나동,월세,56.46,202009,12,2000,40,4,1997,이배재로 169
경기도 광주시 삼동,137-1,0137,0001,LG네쉬빌1동,월세,64.68,202009,10,2000,50,4,2004,삼지곡길 56-25
경기도 광주시 삼동,105-6,0105,0006,동진그린빌,월세,70.75,202009,7,2000,75,3,2003,삼지곡길 73-8
경기도 광주시 삼동,243-6,0243,0006,삼성하이빌2동(243-6),전세,48.68,202009,21,14000,0,4,2002,순암로 473-54
경기도 광주시 삼동,98,0098,0000,오페라하우스(206동),전세,51.34,202009,5,11000,0,2,2012,삼지곡길79번길 21-5
경기도 광주시 삼동,188,0188,0000,태성타운(101동),전세,47.71,202009,21,11000,0,3,2013,삼지곡길34번길 23-29
경기도 광주시 삼동,139-2,0139,0002,태양빌리지2동,전세,68.64,202009,29,10000,0,5,2004,삼지곡길 56-16
경기도 광주시 삼동,289-7,0289,0007,한양홈타운(106동),전세,50.99,202009,21,23500,0,2,2016,순암로492번길 79
경기도 광주시 삼동,310-3,0310,0003,힐하우스(101동)(102동),전세,55.053,202009,16,23500,0,4,2015,삼지곡길79번길 5-83
경기도 광주시 송정동,302-35,0302,0035,느티나무하우스,전세,64.67,202009,21,15000,0,2,2014,광주대로224번길 13-17
경기도 광주시 송정동,413-94,0413,0094,로하스빌리지(202동),전세,66.43,202009,22,24000,0,4,2016,중앙로346번길 19-17
경기도 광주시 송정동,350-36,0350,0036,송정낙원포레시티(201동),월세,70.15,202009,4,2000,70,3,2016,행정타운로69번길 31
경기도 광주시 송정동,72-51,0072,0051,태영파크맨션(103동),전세,50.51,202009,10,9000,0,5,2002,수하길11번길 23-5
경기도 광주시 쌍령동,262-31,0262,0031,쌍령하이츠503동,월세,81.58,202009,10,3000,50,4,2007,경충대로 1514-12
경기도 광주시 쌍령동,418-3,0418,0003,예자인(101동102동103동),전세,72.52,202009,9,18000,0,4,2017,경충대로 1442-6
경기도 광주시 쌍령동,418-10,0418,0010,예자인2차(1동2동3동),전세,84.76,202009,1,18000,0,1,2018,경충대로 1442-5
경기도 광주시 쌍령동,418-10,0418,0010,예자인2차(1동2동3동),전세,69.1,202009,4,18000,0,4,2018,경충대로 1442-5
경기도 광주시 쌍령동,84-20,0084,0020,월드빌라,전세,81.48,202009,19,25000,0,2,2017,중앙로14번길 10-18
경기도 광주시 쌍령동,52-61,0052,0061,청석파크빌(4동),월세,47.61,202009,4,500,55,4,2013,중앙로22번길 30-4
경기도 광주시 역동,175-30,0175,0030,대성빌라101동,월세,49.28,202009,5,2000,50,1,2002,역동로90번길 11
경기도 광주시 역동,141-19,0141,0019,동아하이츠,전세,38.4,202009,5,14000,0,4,1995,역동로81번길 14-6
경기도 광주시 오포읍 능평리,518-14,0518,0014,(518-14),전세,57.76,202009,8,19800,0,1,2013,수레실길 53-9
